metro	country	region	ismetro	location.code	gdpusc_2000	gdpusc_2001	gdpusc_2002	gdpusc_2003	gdpusc_2004	gdpusc_2005	gdpusc_2006	gdpusc_2007	gdpusc_2008	gdpusc_2009	gdpusc_2010	gdpusc_2011	gdpusc_2012	gdpusc_2013	gdpusc_2014	gdpusc_2015	gdpusc_2016	gdpusc_2017	gdpppp_2000	gdpppp_2001	gdpppp_2002	gdpppp_2003	gdpppp_2004	gdpppp_2005	gdpppp_2006	gdpppp_2007	gdpppp_2008	gdpppp_2009	gdpppp_2010	gdpppp_2011	gdpppp_2012	gdpppp_2013	gdpppp_2014	gdpppp_2015	gdpppp_2016	gdpppp_2017	poptot_2000	poptot_2001	poptot_2002	poptot_2003	poptot_2004	poptot_2005	poptot_2006	poptot_2007	poptot_2008	poptot_2009	poptot_2010	poptot_2011	poptot_2012	poptot_2013	poptot_2014	poptot_2015	poptot_2016	poptot_2017
Calgary	Canada	North America	1	CAM04	57508.43511	60534.73919	62006.09888	62141.28237	65564.7582	70175.64191	78960.96068	80290.29594	80494.73872	76299.15678	79842.38695	82603.09028	89363.70057	93634.02612	99844.4896	96541.0117	93959.99569	97311.07069	40347.53136	44552.4477	44284.13639	47493.44481	52201.93864	60578.99235	70487.27997	74611.48855	81496.20463	72062.34184	76863.97842	81283.35181	89139.63517	96645.43442	106143.3755	103542.6412	100294.6443	106062.2155	949.6757405	974.9724883	1003.323375	1026.899125	1050.961313	1083.711	1119.3905	1150.26275	1181.890313	1214.245125	1237.746125	1262.419063	1300.240188	1347.69075	1394.770563	1429.840375	1464.430241	1492.969579
Cangzhou, Hebei	China	Emerging Asia-Pacific	1	CNM68	8835.654626	9595.520924	10583.85958	11864.50659	13679.7761	16005.33803	18438.14941	20964.17588	23689.51875	26366.43437	30189.56735	33902.88413	37496.58985	40170.09671	43383.70445	46724.24969	49990.31771	53157.54477	22237.6076	23519.1079	25992.13841	30673.92296	34861.46807	40055.88514	45031.93923	49014.54469	54188.18438	57308.60063	66339.75366	73404.97786	79433.4518	84624.87575	88836.65875	92962.25107	100717.2759	109134.0556	6627.540145	6679.092832	6723.795841	6767.390195	6816.678547	6867.874255	6924.397683	6979.434483	7034.809967	7090.262839	7142.182539	7198.401585	7254.835194	7309.5	7375	7443	7490.823755	7530.862679
Cape Town	South Africa	Middle East and Africa	1	SAM02	20813.24268	21710.49088	22488.45171	23133.38233	24329.12308	25602.31207	27085.88019	28589.81443	29456.09309	29315.01764	29133.11603	31750.08043	32416.1755	32061.3213	33460.16228	32862.56136	33629.55472	33795.41405	36852.50714	38522.74191	40716.43207	43215.53287	46686.27718	49735.37977	53762.12608	57194.89328	57494.24454	56817.94435	57178.29103	63215.2923	65937.27763	66106.86411	68780.50888	68268.27461	69568.24092	70918.90874	3125.914926	3170.805279	3258.947904	3326.126116	3394.290779	3463.550216	3535.822224	3610.735954	3637.479869	3664.355078	3691.540955	3721.128263	3783.437999	3847.322233	3912.5611	3979.337227	4049.447026	4099.986414
Casablanca	Morocco	Middle East and Africa	1	MAM01	15277.32055	16113.33276	16655.77968	17495.81704	18321.88353	18845.00331	19396.34831	20302.31596	19699.87306	18288.49017	18886.50675	20111.7182	23984.78461	25333.37632	26025.95233	26845.56885	27552.86709	28657.77667	24487.52475	26356.86617	27741.78518	30089.66774	32841.93379	33166.1716	35493.86359	35977.70036	38440.22618	38898.31736	40659.49665	44569.60065	53801.92958	58710.34889	61841.53817	64464.02927	67054.92717	71923.9093	3459.771023	3510.483979	3563.60106	3614.422602	3665.99765	3725.490188	3740.939909	3782.454803	3824.800274	3873.881287	3927.34288	3984.431631	4041.326936	4101.168233	4161.348885	4220.98975	4279.777003	4337.798274
Changchun, Jilin	China	Emerging Asia-Pacific	1	CNM24	12703.12163	14405.33993	16292.43946	18605.96587	21117.77126	22976.13513	26445.53153	31126.39061	36262.24507	41701.58183	48081.92384	54476.81972	61014.03808	68494.35915	73014.98685	77760.961	82976.05764	88326.37894	29270.23479	34082.63068	38936.60262	45338.31253	49850.72819	53432.84148	61165.38456	69869.15226	80884.62567	90640.21571	100232.9142	113664.7063	125872.4865	140522.6987	151466.988	158312.9145	168319.271	182736.9569	7119.813174	7199.126997	7256.686159	7304.190216	7352.890811	7407.167062	7461.616392	7515.743158	7563.31638	7613.634944	7678.124869	7702.388163	7718.854217	7736.086277	7755.614062	7773.437743	7769.286176	7766.788708
Changde, Hunan	China	Emerging Asia-Pacific	1	CNM80	6463.76974	7148.929333	7949.609418	8847.915282	9953.904692	11128.46545	12475.00976	14296.36119	16183.48087	18141.68205	20899.21772	23846.00742	26738.52812	29709.1786	32843.49694	35700.88118	38474.70991	41213.1978	13093.66888	14481.6163	16233.15422	17703.71317	20393.23727	22830.82876	25860.0205	29396.72252	33141.57477	39431.74102	44914.0536	51427.21175	57575.00355	63614.63732	71280.43378	77029.98938	83147.05278	90523.08131	5714.325523	5709.571933	5703.623098	5697.991497	5693.175686	5687.042942	5690.555472	5691.214357	5702.44149	5714.36021	5714.643701	5732.008157	5764.817799	5804.8	5830.8	5843.9	5878.975319	5903.695067
Changsha, Hunan	China	Emerging Asia-Pacific	1	CNM21	16385.46438	18368.10557	20700.85497	23598.97467	27138.82087	31182.50518	35797.51595	41525.1185	47795.41139	54821.33687	63318.64408	72499.84747	81924.82764	91567.37986	101181.9547	111198.9683	120545.9265	129836.1573	29803.09544	33155.80627	37437.47873	42861.96344	50211.13809	59705.22175	70368.20507	81966.14113	94747.31408	119156.5783	136919.8411	159557.0146	180739.7562	200907.9299	221846.6882	243626.7946	263629.7674	289543.7869	6110.329638	6194.722414	6278.395801	6362.989149	6449.089634	6534.293842	6631.319537	6725.879791	6833.929028	6944.007378	7040.977506	7085.157776	7148.667346	7221.4	7311.5	7431.8	7483.872216	7522.955512
Changzhou, Jiangsu	China	Emerging Asia-Pacific	1	CNM25	11545.15069	12930.56877	14495.16759	16596.96689	19169.49676	22064.09077	25417.83257	29383.01445	33026.50825	36890.60971	41723.27958	46813.51969	52197.07446	57338.48629	63129.67341	68937.60336	74378.07054	79372.2885	21174.14698	23757.85576	27084.78737	31899.09736	37446.31489	46164.80592	55133.65059	62915.89283	69529.07966	80183.35698	91695.93778	101679.7508	112124.2479	122484.0306	138976.3618	150727.2532	163929.2683	178534.8439	3766.590209	3856.076072	3923.635877	3991.151504	4059.967764	4137.86928	4235.01683	4333.387807	4420.204054	4504.947341	4594.326041	4642.895943	4686.8	4692.1	4696.4	4701.4	4712.570819	4727.599
Charlotte-Concord-Gastonia, NC-SC	United States	North America	1	USM04	93935.75431	94574.28091	99267.65725	101904.3412	105024.2896	114499.6459	122753.8518	119494.0171	127046.004	117232.8854	115822.5967	122504.9716	125461.809	126701.697	130487.9301	136607.3985	140856.528	146424.3513	78917.78293	81146.81311	86694.96494	90294.48761	95461.81445	106753.9035	117690.8481	117392.1378	126624.0872	117232.8854	117067.7312	125323.2408	131934.2763	136403.1449	144214.8473	155707.9999	164412.6046	174027.7162	1723.294938	1764.137375	1801.848313	1837.362	1876.17225	1928.7055	1999.9705	2075.832	2142.2115	2189.312	2220.343	2252.6695	2289.9945	2329.91725	2372.34525	2418.8855	2468.4645	2523.67675
Chengdu, Sichuan	China	Emerging Asia-Pacific	1	CNM13	20963.82635	23710.08761	26816.10908	30302.20326	34423.30291	39070.4488	44462.17073	51264.88286	57467.93368	65915.71993	75803.07792	87325.14577	98677.41471	110439.7625	120268.9014	129770.1446	139978.2807	148961.3694	44564.60379	50657.90556	57098.25511	63642.115	71313.85962	83980.57455	96626.91208	111187.9166	123174.8549	143270.7061	167160.1477	194631.0897	229897.8224	255863.7257	285121.4516	309214.0765	337901.1166	366708.0408	10965.16658	11264.17187	11574.88714	11905.43507	12249.99234	12572.87091	12800.24744	13024.73068	13331.63578	13698.15825	14053.15758	14107.04572	14198.12005	14297.6	14432.50674	14524.16138	14627.88269	14663.7615
Chennai	India	Emerging Asia-Pacific	1	INM05	8116.61706	8138.835367	8316.447319	8824.996918	9523.411846	10722.97872	12064.7885	12930.19932	13393.01608	14197.17358	16108.21189	17310.92395	18424.11951	19464.86693	20575.64424	22188.06175	24018.7881	25720.06119	28025.02071	29070.95107	29704.86522	32292.28935	35309.30312	40086.66101	45143.14113	48669.96899	50071.54164	54742.71285	61080.00991	66156.18967	72136.94518	77050.12484	83620.79138	91337.71326	99762.81071	108415.9118	6521.245831	6686.14	6861.450729	7041.221922	7225.863662	7414.581894	7608.395825	7807.119241	8011.204701	8219.771712	8433.946019	8653.521	8919.490929	9193.635183	9476.205945	9743.017146	10011.35229	10279.16139
Chenzhou, Hunan	China	Emerging Asia-Pacific	1	CNMA7	4686.681758	5183.470025	5764.018668	6415.352777	7249.348638	8177.265264	8855.978281	9900.983718	10594.05258	12343.13066	14215.58358	16248.41203	18268.08965	20294.02079	22506.06905	24428.08735	26253.93226	28119.01723	9253.032033	9520.561359	10784.68446	12045.26136	14100.10967	16919.71969	19190.6748	21478.21411	23175.83369	26828.33544	32573.66458	38233.51029	42853.48327	47335.88042	53090.83177	57059.0187	61049.83748	66659.42771	4304.811304	4328.015695	4350.486912	4373.370964	4397.059618	4419.909426	4450.476746	4479.069724	4516.279256	4554.39584	4583.547604	4600.577334	4630.035954	4665.3	4697.9	4730.2	4754.479589	4771.397036
Chicago-Naperville-Elgin, IL-IN-WI	United States	North America	1	USM05	496971.0262	501634.8294	503471.3964	510006.6173	523052.3454	534273.8025	545801.3749	553020.0141	536768.8446	516761.2628	522472.3509	529825.1137	545338.8602	543703.3251	554552.1709	566480.7559	572299.4561	580997.8187	401067.9291	414436.0038	423186.8916	436297.2532	460635.2862	486301.672	513063.0654	534765.3185	528043.1818	516761.2628	529006.9451	547630.8314	578018.1245	585949.7129	610744.3422	639178.7832	654985.194	674003.7924	9102.209375	9161.293375	9200.901688	9229.9005	9256.5205	9274.71275	9296.18975	9332.71775	9378.47375	9423.705	9465.125	9491.11325	9513.51325	9532.81825	9541.698	9533.46925	9519.5295	9553.115
Chongqing	China	Emerging Asia-Pacific	1	CNM06	33445.07981	36455.13699	40173.56097	44793.52048	50258.32998	56038.03792	62874.67855	72871.75244	83438.15654	95870.44187	112264.2874	130675.6299	148447.4648	166706.5615	184877.5912	205214.1347	227172.0482	243923.0851	67321.09554	74505.97528	84945.52327	96455.79473	109666.7627	124593.724	139075.0308	157374.7032	183280.4708	208378.607	238372.0839	283783.4125	316735.2041	359039.2928	404369.0054	449951.7767	500690.0274	547678.3886	28490	28290.85592	28145.82449	28028.20209	27928.28682	27973.84824	28072.5915	28151.33212	28380.01295	28578.68541	28846.2	29190	29450	29700	29914	30165.5	30484.3	30656.12061
Cincinnati, OH-KY-IN	United States	North America	1	USM29	96063.99994	96496.91466	98970.77842	100130.4007	102487.6011	105583.8716	105340.3548	105497.2055	104318.2701	101955.1791	105820.5098	108397.9339	109409.8422	112256.6163	113394.6185	113762.7734	116145.7741	120404.6118	77123.12519	79136.30502	82620.03216	85026.78708	89685.1534	95332.36782	98234.46708	101307.8697	102005.0019	101955.1791	107064.8517	111665.6105	115419.1822	120413.4154	124034.825	127477.5067	132242.9439	139408.0029	1997.522188	2010.362125	2019.560313	2030.143	2041.4065	2053.54775	2068.01225	2082.08875	2093.766	2105.925	2116.26725	2122.12575	2127.84625	2135.4785	2145.3555	2154.38725	2163.92675	2174.52775
Cleveland-Elyria, OH	United States	North America	1	USM26	102728.2186	103585.5544	105136.0977	107974.7887	110442.9024	111629.3231	111243.3699	113278.7714	110709.6807	103325.732	104298.4849	106478.3853	108448.5568	109962.7785	113483.7623	114564.8483	114460.3037	116446.2777	84008.32981	86489.03645	89270.63866	93244.79674	97960.69588	101810.9272	104509.8857	109144.0894	108820.9325	103325.732	105544.8809	109886.5793	114673.2107	118334.7742	124661.6216	127741.2223	129580.6418	134021.2606	2147.625	2142.515063	2136.932688	2131.58375	2123.77225	2113.038	2101.2295	2092.6565	2086.073	2081.49125	2076.30575	2069.575	2065.04975	2064.41225	2063.736	2060.39675	2056.1045	2051.91325
Columbus, OH	United States	North America	1	USM33	84429.10422	85380.64228	87507.60846	89938.55841	93703.91203	95563.41102	96467.61785	97000.34673	95916.02693	91882.13973	94258.27449	99024.1861	104135.3441	105834.2267	108862.2751	112628.1082	114729.2016	118225.6872	69313.30516	71809.74762	74932.88672	78325.7575	83691.0938	87525.60728	90728.6372	93505.5206	94087.4129	91882.13973	95185.33593	101424.8016	109269.8252	113235.3036	119032.5601	126403.233	131306.267	137396.2588	1679.136063	1703.369	1724.113938	1746.23575	1767.11075	1788.701	1813.6765	1838.44325	1862.4955	1884.62725	1904.16825	1923.5165	1944.052	1967.34825	1993.264	2017.10475	2038.82725	2059.53125
Curitiba	Brazil	Latin America	1	BZM05	30885.17366	31341.50342	31970.25958	32906.55002	34602.39042	35928.74339	37054.79962	39511.14643	42538.96404	42849.62963	47070.31618	48336.72496	46293.26835	48471.9676	45712.27432	43126.16638	41130.50789	41492.95648	38385.72979	39831.60724	41102.22953	44621.71785	48195.75197	49922.47226	52826.28322	61158.395	66220.48334	66269.55047	71927.82715	75766.29715	75990.70965	82255.69174	78087.22248	76084.68222	73460.91067	75427.28574	2863.163026	2908.928525	2951.853224	2994.049976	3035.537202	3076.283499	3116.330151	3155.668986	3194.326628	3232.293736	3269.605987	3305.130795	3341.575454	3380.202193	3416.955885	3452.420332	3487.661208	3522.283462
Daegu	South Korea	Advanced Asia-Pacific	1	KOM03	23144.02948	23435.20462	24677.46232	24991.55448	26407.93542	26733.90005	27593.37316	28690.05156	29009.78806	28207.19953	30193.64334	31287.7235	32120.83211	33631.17497	34737.73109	35613.17726	36523.73336	37530.48814	27439.12547	28781.76723	30921.15395	32081.69004	34588.63996	36608.05344	39619.93097	42358.48162	43210.74849	42766.50805	44940.63287	48567.46328	50750.83039	53150.18764	55958.51764	57966.7683	60206.42858	62980.32266	2551.401584	2555.367418	2551.201613	2552.460024	2556.058198	2537.759627	2515.108798	2504.286221	2490.515122	2486.384216	2480.956509	2475.171607	2470.041644	2464.620718	2458.781537	2449.551197	2444.487016	2443.94109
Dalian, Liaoning	China	Emerging Asia-Pacific	1	CNM14	17811.47923	19931.04526	22741.32264	26198.00368	30436.84067	34758.87205	40487.13416	47531.89551	55374.65827	63680.85701	73360.34727	83263.99415	91840.18555	100335.4027	106134.789	110592.4501	108981.1428	115988.7771	41067.26024	45754.29452	52544.06171	60634.35831	63063.73602	76228.41086	90265.3253	104704.5838	121812.8335	138413.1336	155321.119	174642.9131	197786.5892	214884.9837	217131.8695	220368.5287	195212.2249	211318.2052	5899.097099	5976.543148	6056.367445	6133.859057	6211.869988	6285.934585	6360.430816	6458.313628	6541.398304	6606.058591	6690.994349	6779.462593	6865.080811	6943	6983.204828	6987.478332	6984.587789	7001.244236
Dallas-Fort Worth-Arlington, TX	United States	North America	1	USM06	300693.3446	306348.6117	314013.3163	309405.9124	316473.482	327787.7007	344827.8399	354424.4665	357484.2476	347518.3427	359070.2488	372078.911	391195.9902	412301.6698	432219.431	455136.7241	465474.6954	481155.3301	252625.0835	261363.7949	269328.7755	273668.2357	287847.113	310845.243	335917.6317	352679.125	370179.3831	347518.3427	368480.7035	391993.085	417052.6743	448171.8499	477146.6542	492128.4861	506298.296	536238.2456	5219.078	5356.628438	5468.772	5564.0365	5656.2435	5766.26675	5920.28725	6063.8915	6195.0525	6324.1815	6439.30775	6557.56375	6686.0465	6800.886	6929.5215	7071.73775	7215.1875	7355.639825
Daqing, Heilongjiang	China	Emerging Asia-Pacific	1	CNM22	13040.04132	14083.24463	15209.9042	16654.8451	18353.6393	20189.00322	22308.84856	24651.27766	27683.38481	31035.84272	34760.14384	38952.21719	42847.43891	44779.8584	46794.95203	45718.66813	47368.43055	49464.02417	37551.43036	39336.93268	37863.56665	41048.0128	43397.08859	49611.81786	56918.83778	60942.9453	70101.798	67457.76432	87325.82246	106238.1738	113005.4547	117444.4382	115592.7278	107612.3785	105192.3311	112839.2887	2581.785109	2615.373266	2647.647247	2679.963403	2712.179633	2745.441007	2778.618713	2810.385027	2842.467149	2873.995717	2906.010951	2923.977497	2925.639143	2934.882048	2909.844845	2905.185848	2893.901021	2886.566791
Delhi	India	Emerging Asia-Pacific	1	INM02	24668.5979	25668.05468	27516.25507	29073.13051	31954.80043	35261.41382	38994.55245	43424.27612	48254.43509	51331.26056	55815.27082	58889.6043	62099.94662	66150.6204	71310.79382	77278.98688	84248.88336	91626.37201	79712.31382	86624.29735	92633.9615	101210.2021	114304.4054	130111.4216	146766.842	164844.8585	179647.6138	197927.5974	214652.727	230282.8145	246391.1593	265261.8247	288404.2524	323460.8051	354506.4526	391706.8773	13221.50498	13702.05187	14190.15312	14582.37315	15012.67248	15448.77798	15750.24917	16056.76573	16367.4634	16680.81483	16996.48748	17313.03791	17628.77172	17957.00854	18286.53866	18618.71591	19017.82813	19419.02514
Denver-Aurora-Lakewood, CO	United States	North America	1	USM07	128713.992	130956.7859	132503.8471	134005.7233	135855.2462	143021.4781	145471.1918	146961.7241	151177.8978	149282.4527	151207.8381	153009.8043	157923.1019	160014.1167	169713.3028	176808.0592	179066.6806	185512.3084	105306.4971	109727.6084	112862.4532	116931.3549	122148.31	133707.5955	140105.0557	145536.9172	154164.2068	149282.4527	154620.8307	159958.3496	167487.5544	173041.8122	186522.5488	191990.9478	196836.2666	208252.2225	2189.265613	2233.867063	2263.149438	2282.72975	2302.82475	2330.10225	2369.204	2413.174	2458.32075	2503.73625	2549.21975	2595.2005	2642.17375	2692.089	2745.77425	2801.0105	2846.46575	2878.81775
Detroit-Warren-Dearborn, MI	United States	North America	1	USM08	215845.4336	217110.6819	221004.3745	227372.7353	226321.4516	230445.1573	222933.7485	220744.5107	207558.7449	185535.9699	196260.6771	203879.9164	208175.2503	209390.0716	213847.3711	219674.7379	224912.0918	233134.8272	183945.3168	188348.8118	193784.2302	201748.8638	204644.6058	212192.2167	208879.8488	211837.374	200906.0189	185535.9699	196919.5653	206161.6811	215612.6091	220275.6294	229576.623	243677.4402	253575.3777	266881.8769	4454.427375	4460.325125	4457.25825	4453.4775	4446.36275	4432.496	4411.66425	4380.87425	4344.82025	4315.66375	4294.93475	4288.4505	4292.5105	4295.32425	4298.62025	4297.91325	4298.13025	4307.02425
Dezhou, Shandong	China	Emerging Asia-Pacific	1	CNM78	6253.54826	7022.734696	7907.599268	9220.260746	10796.92533	12653.99649	14729.25192	16968.09821	19173.95097	21609.04275	24396.60926	27251.01255	30548.38506	33697.92356	37067.71592	39870.03524	43026.46261	46348.89331	13321.23897	15086.95784	17208.61172	20677.38363	24510.42446	29461.97952	35244.55037	39491.62216	44229.70489	46968.20145	49919.5264	55389.07023	63005.72304	69109.79559	73595.91735	78897.1298	84422.69554	92543.14629	5272.770905	5316.906935	5338.447529	5361.130551	5390.826523	5428.111959	5461.242236	5492.568693	5519.298121	5547.652389	5573.2329	5606.328908	5638.421887	5671.094174	5737.941222	5809.413655	5872.582796	5903.556851
Dhaka	Bangladesh	Emerging Asia-Pacific	1	BDM01	11135.26941	11909.33007	12653.83822	13467.24468	14292.75191	15497.5726	16806.50628	18193.92779	19498.41665	20779.95502	22228.69548	24008.11269	26033.49047	28028.36444	30067.804	32439.13171	35139.07411	38106.9428	30626.77855	33849.54711	37052.45412	40850.30184	45096.7879	50460.80818	56798.19113	63027.56813	68601.21627	74268.17336	80382.84724	87693.08128	96510.95695	106454.4947	116679.855	128120.9521	140835.4208	155448.1719	10284.947	10750.9436	11216.9402	11682.9368	12148.9334	12614.93	13077.8734	13540.8168	14003.7602	14466.7036	14929.647	15420.12	15910.6	16358.37676	16815.62742	17281.93559	17753.60829	18233.73473
